Metric,40X,100X,200X,400X
Avg. ILA,0.7847541976244915,0.7742906911044691,0.8467111526472912,0.7721761745382857
Avg. PLA,0.7870086754886283,0.7751321633733903,0.8550070138822833,0.7890869908962321
