Fold,40X,100X,200X,400X
1,0.7800632911392406,0.7709677419354839,0.8190954773869347,0.7292418772563177
2,0.7062404870624048,0.7563527653213752,0.8042488619119879,0.7483108108108109
3,0.77,0.7679083094555874,0.8247422680412371,0.7069243156199678
4,0.7065948855989233,0.7144670050761421,0.7154471544715447,0.7062228654124457
