Fold,40X,100X,200X,400X
1,0.7809869429474882,0.7850278772094054,0.8098909329030298,0.7340735849979622
2,0.7043890368653152,0.77678191838031,0.7992918676485149,0.7563375327595127
3,0.774439970576192,0.7574479999531439,0.8152632087579758,0.7179070806924027
4,0.7275760243101573,0.7335885772579915,0.7542178979684699,0.7237951962159457
