Fold,40X,100X,200X,400X
1,0.8481012658227848,0.8338709677419355,0.8777219430485762,0.8176895306859205
2,0.7534246575342466,0.7623318385650224,0.8831562974203339,0.8023648648648649
3,0.7757142857142857,0.7750716332378224,0.8468335787923417,0.7262479871175523
4,0.7617765814266487,0.7258883248730964,0.7791327913279132,0.7424023154848046
