Fold,40X,100X,200X,400X
1,0.876510067114094,0.8828947368421053,0.8938172043010753,0.8641221374045801
2,0.865506329113924,0.8338709677419355,0.8592964824120602,0.7996389891696751
3,0.8462709284627092,0.8938714499252616,0.9484066767830045,0.8783783783783784
4,0.7814285714285715,0.8080229226361032,0.8556701030927835,0.8276972624798712
5,0.8335483870967741,0.8526187576126675,0.8714285714285714,0.8633193863319386
