Fold,40X,100X,200X,400X
1,0.887248322147651,0.8907894736842106,0.8938172043010753,0.8656488549618321
2,0.8639240506329114,0.8370967741935483,0.864321608040201,0.7942238267148014
3,0.852359208523592,0.8968609865470852,0.9453717754172989,0.8817567567567568
4,0.7814285714285715,0.8166189111747851,0.8527245949926362,0.8357487922705314
5,0.8451612903225807,0.8757612667478685,0.8792207792207792,0.8716875871687587
