Fold,40X,100X,200X,400X
1,0.9001019216741108,0.9042680709889722,0.8944078417417811,0.867909929919115
2,0.8905688420313641,0.8483449783843691,0.8537412801018706,0.7968921406521677
3,0.8322990483602254,0.8959285921714185,0.9399781781455631,0.8613198153556448
4,0.7786472903774609,0.8086391834114794,0.8412810982106672,0.8404278886620961
5,0.8423803046021189,0.8586274284902969,0.881392675637661,0.8569859409345064
